voterid,name,category,country,gender,film1,film2,film3,film4,film5,film6,film7,film8,film9,film10,comment
b'166',b'Richard Combs',b'academic',b'UK',b'Male',b'4ce2b6bbaaab3',b'4ce2b714e9247',b'4ce2b6ab17012',b'1023',b'4ce2b6afe44fd',b'4ce2b7fa53d9d',b'4ce2b6b0f3909',b'4ce2b6b39fc24',b'4ce2b6a898b53',b'4ce2b6b9a848b',"b'This is a historical run through, perhaps not of the aesthetic high points of cinema but of some of its sticking points \xe2\x80\x93 many of these might be on the brink of breakdown or breakthrough. They are also personal favourites, but not absolutely: the Resnais and Chabrol choices are not my favourites of their films, but they do seem to be, authorially, the most inclusive \xe2\x80\x93 they contain multitudes.\n(I\xe2\x80\x99m choosing F for Fake and This Is Not a Film as a pair: they come together in my mind, perhaps as some kind of degree-zero of cinema. Inadvertently, I also seem to have made Anthony Perkins the ultimate movie actor.)'"
b'192',b'Philip Concannon',b'critic',b'UK',b'Male',b'4ce2b6bc285f7',b'4ce2b6a5551ac',b'4ce2b6ab42667',b'4ce2b6a498bd1',b'4ce2b754db651',b'4ce2b6b2deaa5',b'4ce2b6bf2249d',b'4ce2b6b5b13f5',b'4ce2b76b0507b',b'4ce2b6b94daff',b''
b'727',b'Charlotte Cook',b'programmer',b'UK/Canada',b'Female',b'4ce2b6b9450a5',b'4ce2b794e6dfb',b'4ce2b6a906793',b'4ce2b6ab152c5',b'4ce2b6a21d217',b'4ce2b6bf4e912',b'4ce2b6b3291db',b'4ce2b6b34cdda',b'4ce2b7663dc08',b'4ce2b799d35c1',"b'2001: A Space Odyssey is a filmmaking exploration of the greatest kind that leaves an audience with one of the most incredible cinematic experiences possible. The sound, visuals and ideas within allow us to get lost in a progression of thought and concept that fully challenges our every sense. One of the most referenced films since it was made, 2001: A Space Odyssey is pushes the lengths to which cinema can go in every capacity.\nThat Errol Morris\xe2\x80\x99 filmic investigation into the case of death row inmate Randall Dale Adams\xe2\x80\x99 saved his life by proving his innocence marks only one of The Thin Blue Line\xe2\x80\x99s many achievements. Creating a new style of storytelling through both reconstruction and reflective narrative, Morris broke new ground with the presentation of both historic and non-fiction investigative filmmaking.\nShirley Clarke\xe2\x80\x99s Portrait of Jason is a much too unsung masterpiece of documentary cinema. The beautifully non-intrusive approach creates a captivating and striking means to allow the viewer to directly engage in one man\xe2\x80\x99s story of race and sexuality in the 1960s. \nDr. Strangelove is the pinnacle of political satire, and one that continues to remain prophetic and relevant. A stunning performance from Peter Sellers utilises a multitude of comedic levels to create a humorous and self-devouring warning to mankind. \nChris Marker\xe2\x80\x99s use of ideas and imagery in Sans Soleil will be imitated for decades to come. His exploration and essayistic style explored new possibilities in forming narratives and the ability to immerse viewers into a different relationship between sound and image.\nDo the Right Thing utilises a multitude of cinematic techniques to show a microcosm of a culture and world that hadn\xe2\x80\x99t been shown on screen at the time of its release. It continues to serve as an important example of the effect of strong storytelling and technical craft in putting forward political and social issues through film.\nAn example of how film can act both as a vital record of a moment and as a self-reflective medium, Gimme Shelter is superbly crafted to allow audiences to not only witness the events of the Rolling Stones\xe2\x80\x99 tragic Altamont concert, but also to view to the Stones\xe2\x80\x99 own reaction to the events. By turning the medium on itself, Gimme Shelter creates a comment only on the culture of the time and on the recollection and the reaction of cinema.\nMaintaining its allure to this day, Man with a Movie Camera stands witness to an evolution of cinema as it happened. The curiosity of the filmmaker radiates through every frame in its exploration of all aspects of life and cinema.\nPlay Time shows the beauty and power of subtlety in both cinema and comedy. The nuances of performance and craft create a world that feels like no other but whose effect is universal to audiences. \nA thriller whose use of dialogue and suspense is unparalleled, North By Northwest subdues traditional ideas of the genre to create a new style of its kind. That any number of its scenes remain iconic is a testament to Hitchcock\xe2\x80\x99s incredible directing prowess. This calibre of visual style, along with the use of subtlety and tone, make North by Northwest one of the most intriguing and beguiling thrillers ever made.'"
b'232',b'Pam Cook',b'academic',b'UK',b'Female',b'4ce2b6a4e46d5',b'4ce2b7c595cb0',b'4ce2b7b54d000',b'4ce2b8d4c7c64',b'4ce2b6b39fc24',b'1024',b'4ce2b6b416bde',b'4ce2b6b7568ee',b'4ce2b6a453c5b',b'4ce2b7e649d1e',b''
b'441',b'Karen Cooper',b'programmer',b'US',b'Female',b'4ce2b6b25bb2b',b'4ce2b6d500444',b'4ce2b69f2a88f',b'4ce2b69415af8',b'4ce2b7bb4b449',b'4ce2b7663dc08',b'4ce2b76e98a5c',b'4ce2b6fe560c7',b'4ce2b6b774f0f',b'4ce2b779c2a6f',b''
b'948',b'Francis Ford Coppola',b'Director',b'US',b'Male',b'4ce2b6c010eb7',b'4ce2b6b346033',b'4ce2b7860f712',b'4ce2b6bf4befa',b'4ce2b6ba017c2',b'4ce2b73474f39',b'4ce2b6bf2249d',b'4ce2b6b6036b6',b'4ce2b6b7568ee',b'4ce2b6bb57fdc',b''
b'880',b'Anton Corbijn',b'Director',b'Netherlands',b'Male',b'4ce2b6bfd1ebb',b'4ce2b6adf17e2',b'4ce2b6b0b69c4',b'4ce2b6a754af6',b'4ce2b6bf2249d',b'4ce2b6955c6ba',b'4ce2b6b5b6382',b'4ce2b6bf3bbfd',b'4ce2b6b6b7aca',b'4ce2b6b8bc241',"b'These are ten films that had an impact on how I look at moving images and on the way I make films. I have not seen nearly enough films to make a \xe2\x80\x98best of\xe2\x80\x99 list, hence this frame of reference.'"
b'423',b'Kieron Corless',b'critic',b'UK',b'Male',b'4ce2b6ebc29c0',b'4ce2b8bc5e3ad',b'4ce2b7cd64dac',b'4ce2b6a9624ac',b'4ce2b6b0841bd',b'4ce2b754db651',b'4ce2b6a8a74c7',b'4ce2b8aa72854',b'4ce2b6baa4ce2',b'4ce2b8153ced0',"b""I can already feel a bout of revisionism coming on even as I\xe2\x80\x99m writing this list\xe2\x80\xa6 It's in no particular order, and bears no attempt at objectivity."""
b'165',b'Richard Corliss',b'critic',b'US',b'Male',b'4ce2b7dda7007',b'4ce2b6a7a801b',b'1005',b'4ce2b6ae66430',b'4ce2b6b0d7f12',b'4ce2b6b39fc24',b'4ce2b75db6ba9',b'4ce2b6b54abdf',b'4ce2b6b61b4e8',b'4ce2b8c558b63',"b'Six of my ten selections were made between 1941 and 1967, though on three continents. These aren\xe2\x80\x99t simply demonstrations of loyalty to movies I loved in my youth, but also an argument that most films of the last half-century have been variations on earlier models, whose surpassing audacity and craft they cannot match. The great example remains Citizen Kane, which, among its other triumphs, is a sealed masterpiece allowing no sequels or remakes.'"
b'488',b'Jes\xc3\xbas Cort\xc3\xa9s',b'critic',b'Spain',b'Male',b'4ce2b6c036bcb',b'4ce2b6a477be9',b'4ce2b6bbaed7c',b'4ce2b6b0ccaac',b'4ce2b6b78bfc0',b'4ce2b6b5b83b7',b'4ce2b6b7e4e90',b'4ce2b6b86f032',b'4ce2b6b9caca4',b'4ce2b6bae586b',b''
b'1149',b'Rodrigo Cort\xc3\xa9s',b'Director',b'Spain',b'Male',b'4ce2b6b9450a5',b'4ce2b6b4b0e0c',b'4ce2b693ec5ed',b'4ce2b714e9247',b'4ce2b6aae85f3',b'4ce2b79d587a4',b'4ce2b6b2286ba',b'4ce2b6bf2249d',b'4ce2b6955c6ba',b'4ce2b6b54abdf',"b""The General includes the most complex gags intractably connected with storytelling itself, establishing Buster Keaton as one of the greatest masters of mise en sc\xc3\xa8ne ever.Rear Window is a movie about making movies, a masterclass on the use of point of view (in the case of Hitchcock, an almost ethical choice).The Searchers: Inscrutable faces under an endless sky. The dust of ages landing on a film.In my opinion, One, Two, Three is the best film by Billy Wilder, a compendium of his most dazzling weapons: fast-as-hell dialogue, full command of timing and vitriolic entomology.2001: A Space Odyssey: Painting the Mawenzi volcano white and using it as a screen would be the only way to make justice to this eternal work of art.F for Fake: Magic and filmmaking coexisting in a synonymic inextricable knot, a never-ending canvas, an editing masterpiece.Amarcord: A film hand-woven with memories, made to be remembered even before having seen it.Raging Bull: Dirty poetry, stylised realism, unrepeatable performances, filmmaking to its highest level of excellence.E.T.: A perfect film.\n\xc2\xa0\nGoodfellas is probably the most influential film ever made. It changed the way directors' brains work. Once and for all. For good."""
b'348',b'Mark Cosgrove',b'programmer',b'UK',b'Male',b'4ce2b8203c690',b'1009',b'4ce2b8c344b99',b'4ce2b6b0210f1',b'4ce2b6b22d32c',b'4ce2b754db651',b'4ce2b6a9d6f74',b'4ce2b87fa510a',b'4ce2b70b25114',b'4ce2b6ba2864d',b'Ten great films which provoked and inspired me and which continue to provoke and inspire me.'
b'463',b'Jos\xc3\xa9 Manuel Costa',b'archivist',b'Portugal',b'Male',b'4ce2b6b4f1afc',b'4ce2b7219ffd8',b'4ce2b6af3544c',b'4ce2b6b22e4cd',b'4ce2b752105a2',b'4ce2b6b41d658',b'4ce2b6b46ab2d',b'4ce2b7d2993a2',b'4ce2b6b8ca597',b'4ce2b6bb6c6eb',b''
b'347',b'Mark Cousins',b'critic',b'UK',b'Male',b'4ce2b6c010eb7',b'4ce2b72b62c27',b'4ce2b79314351',b'4ce2b7134b926',b'4ce2b6be331c6',b'4ce2b6b195e96',b'4ce2b73342124',b'4ce2b73f2ec00',b'4ce2b6a2991ce',b'4ce2b7fa53d9d',"b'I bang on about film aesthetics, about formal innovation, and yet in my list of ten films, what do I see? People rather than style. Lonely, resilient people. Even Jack Lemmon in The Apartment is lonely. Taken together, my first five choices could teach much of what there is to know about film style, but look at the last three: black-and-white heartbreakers. A Moment of Innocence is very funny.'"
b'245',b'Noah Cowan',b'programmer',b'Canada',b'Male',b'4ce2b6a535bee',b'4ce2b79cce368',b'1025',b'4ce2b6b190740',b'4ce2b80cbfed8',b'4ce2b8485aac9',b'4ce2b736ee9c0',b'4ce2b6b1ca76f',b'4ce2b6b28404d',b'4ce2b6b4ead96',"b'Cinema occasionally suggests it has power over good and evil. These films, in the order that I saw them, always seem to come to mind on the subject. I should have included a contemporary film installation, like Apichatpong\xe2\x80\x99s Primitive, but I chickened out. Next time.'"
b'689',b'David Cox',b'programmer',b'UK',b'Male',b'4ce2b6b9450a5',b'4ce2b693ec5ed',b'4ce2b6a498bd1',b'4ce2b6bb90873',b'4ce2b6b22e4cd',b'4ce2b754db651',b'4ce2b6b39fc24',b'4ce2b6b7568ee',b'4ce2b6b7bc1b8',b'4ce2b6b1495b2',b''
b'935',b'Edgardo Cozarinsky',b'Director',b'Argentina',b'Male',b'4ce2b803e5b2f',b'4ce2b6ae11be2',b'4ce2b6aec1d37',b'4ce2b6bb90873',b'4ce2b753f20d7',b'4ce2b6b30995b',b'4ce2b6b90d54d',b'1007',b'4ce2b6b9a848b',b'4ce2b6bb5aee6',"b'These are the ten films that had the biggest impact on my own view of cinema, without any pretence on my part of being an \xe2\x80\x98all-time best\xe2\x80\x99 or an objective historical or critical perspective.'"
b'827',b'Alfonso Crespo Cuaresma',b'critic',b'Spain',b'Male',b'4ce2b6fe03642',b'4ce2b6e73c109',b'4ce2b88779e05',b'4ce2b716cf7f7',b'4ce2b6ab6c605',b'1005',b'4ce2b6b9d14d8',b'4ce2b73f2ec00',b'4ce2b6bb7b151',b'4ce2b76b0507b',b''
b'1054',b'Marian Crisan',b'Director',b'Romania',b'Male',b'4ce2b6bc053b7',b'4ce2b6a6e45a7',b'4ce2b6ae61fec',b'4ce2b6f6c85c4',b'4ce2b7e2b963d',b'4ce2b7c1635fb',b'4ce2b6b2deaa5',b'4ce2b6b5227c9',b'4ce2b6bf3bbfd',b'4ce2b6b7bc1b8',b''
b'614',b'Fernando F Croce',b'critic',b'US',b'Male',b'4ce2b6f95cd00',b'4ce2b6e73c109',b'4ce2b6e742567',b'4ce2b6b136a37',b'4ce2b752105a2',b'4ce2b6b323459',b'4ce2b6b50a0d5',b'4ce2b6b53e6c0',b'4ce2b7dda5e6d',b'4ce2b6b9efb3b',b''
b'590',b'Gary Crowdus',b'critic',b'US',b'Male',b'4ce2b6f24787d',b'4ce2b6a906793',b'4ce2b6ad68d94',b'4ce2b6aea50ea',b'4ce2b6b03bb00',b'4ce2b6b081e8d',b'4ce2b6b4ef7fb',b'4ce2b6b88375b',b'4ce2b7b18777a',b'4ce2b6a8dce9c',b''
b'113',b'Sean Cubitt',b'academic',b'UK',b'Male',b'4ce2b6b253b86',b'4ce2b6aae85f3',b'1005',b'4ce2b8896ce21',b'4ce2b6b0d6787',b'4ce2b806b10cc',b'4ce2b75db6ba9',b'4ce2b6b41d658',b'4ce2b6bad3a0d',b'4ce2b72a4d92a',"b'So many others: Les Enfants du Paradis, Scorsese\xe2\x80\x99s The Departed, Makaveyev\xe2\x80\x99s Swtchboard Operator, Scott\xe2\x80\x99s Kingdom of Heaven\xe2\x80\xa6 Cinema at its best has a fundamentally Romantic attitude, as in Goethe or Wordsworth: the effort to reconcile science, perception and the heart that makes it the defining medium of the modern age.'"
b'538',b'Hussain Currimbhoy',b'programmer',b'UK',b'Male',b'4ce2b6a78d5ab',b'4ce2b7a39630e',b'4ce2b8949cd20',b'4ce2b6aae85f3',b'4ce2b78da502c',b'4ce2b6a2991ce',b'4ce2b6b2d8659',b'4ce2b6b34cdda',b'4ce2b6b657a6a',b'4ce2b6b738e6d',b''
b'688',b'David Curtis',b'academic',b'UK',b'Male',b'1026',b'4ce2b82626437',b'4ce2b6c388789',b'4ce2b749c5580',b'4ce2b6b0d6787',b'4ce2b6d9a301e',b'1027',b'4ce2b6b542fa8',b'4f4b98e762ca7',b'4ce2b69d3cf18',"b'I love big films, but I love little films such as these even more \xe2\x80\x93 works made by a single author, as writers write and painters paint. These are films that I can watch happily in the cinema with a crowd, or in someone\xe2\x80\x99s living room with a group of friends, or on my laptop. I also carry them around in my head. Some are the product of intense planning, calculation and manual dexterity (Lye, Brakhage, Markopoulos, Gidal, Svankmajer), while the Warhol couldn\xe2\x80\x99t be more hands off. The others lie somewhere in between \xe2\x80\x93 more a case of \xe2\x80\x98an image seized\xe2\x80\x99 (Tait and Sherwin) or a single concept elegantly expressed (Wearing). They\xe2\x80\x99re all great and universal in appeal, but another day I might give a completely different list.'"
b'379',b'Ludmila Cvikova',b'programmer',b'Netherlands',b'Female',b'50c30ab0647b1',b'4ce2b8b181b6e',b'1028',b'4ce2b8de19d82',b'4ce2b7d2993a2',b'4ce2b8c3565bc',b'4de8953ecb64f',b'4ce2b6b8908e4',b'4ce2b7d9d6408',b'4ce2b835b92be',"b'Instead of picking many great masterpieces that I\xe2\x80\x99ve seen during my studies and thereafter, I\xe2\x80\x99ve decided to choose only one classic and concentrate on films that made great impact on my professional development in the last two decades.\nI\xe2\x80\x99ve chosen Tokyo Story for its subtle study of a Japanese family that discloses the culture and yet is universal. It\xe2\x80\x99s an irreplaceable masterpiece of world cinema heritage.\nPoetry is a film where sometimes-uncomfortable life translates into poetry \xe2\x80\x93 the poetry of cinema included. It also has an excellent leading performance from Yun Jung-hee.\nOne of the strongest Romanian New Wave films, The Death of Mr.Lazarescu reveals the weaknesses and vulnerabilities of a simple man in a society in transition. Both the ordinary man as well as the society struggle with all those quick and unavoidable changes, and find it difficult to adapt to them. \nSatantango is an artistically unforgettable experience by the Hungarian master that deals with a part of his country\xe2\x80\x99s history in a very unconventional way.\nFor me, Whispering Pages is a superb work by a Russian master that I can only compare with those of great Russian writers. The harmony and poetry of picture and sound made my senses alert, and the film made a huge impact on development of my perception of film.\nSilent Light is a film that awakens all your senses and brings them in harmony, giving you a feeling of artistic fulfilment that stays with you forever.\nSurviving Life\xe2\x80\x99s combination of art, philosophy, dream sequences and youth memories with poetry and \xe2\x80\x98old-fashioned\xe2\x80\x99 handmade film sees a grand master of animation displaying an artistic talent and vision with no borders.\nThe Wind Will Carry Us is a complex look at life through the prism of poetry created by the highly sensitive and reflective soul of Abbas Kiarostami, the great Iranian artist.\nKnown only to the few, In the Dark \xe2\x80\x93 a medium short documentary by Sergey Dvortsevoy about a blind man living in his Moscow flat together with his cat and trying to survive by making bags \xe2\x80\x93 is an unknown pearl of a great impact, with a lot of warmth and power. \nAmour is the ultimate study of a person\xe2\x80\x99s most vulnerable period: old age and dying, during which they cope with it in an individual way. It provides an unusual insight into a taboo subject that we all prefer not to think of, but is also great cinema, with a script full of visible and invisible details. This is undoubtedly the greatest film of the master Hanneke thus far.'"
b'661',b'Diego Batlle',b'',b'Argentina',b'',b'4ce2b6b3b75b7',b'4ce2b6bfd1ebb',b'4ce2b6ab4237b',b'4ce2b806b10cc',b'4ce2b6bf2249d',b'4ce2b6b54abdf',b'4ce2b6b8908e4',b'4ce2b7b637749',b'4ce2b6b9caca4',b'4ce2b8c558b63',b''
b'287',"b""Mike D'Angelo""",b'critic',b'US',b'Male',b'4ce2b6b9450a5',b'4ce2b69acae35',b'4ce2b6a926e5b',b'4ce2b7d7a093e',b'4ce2b6be7d19a',b'4ce2b6b22e4cd',b'4ce2b8818b260',b'4ce2b6b2a3772',b'4ce2b6b7332ae',b'4ce2b6b6f1d17',"b'Not feeling remotely qualified to decide what\xe2\x80\x99s \xe2\x80\x98greatest\xe2\x80\x99, I\xe2\x80\x99ve submitted a list of the films that have most powerfully affected me, albeit in a variety of very different ways. Some inspire sheer awe (2001, Outer Space); some cathartically confirm bleaker aspects of my worldview (Blood Simple, Double Indemnity); some fashion a deliberately artificial environment that seems more truthful than the strictest naturalism (Exotica, Woman in the Dunes); and some just destroy me with alternating fusillades of joy and pain (Day in the Country, Manhattan, A Star is Born).'"
b'260',b'Nevena Dakovic',b'academic',b'Serbia',b'Female',b'4ce2b6ae61fec',b'4ce2b6a7a801b',b'4ce2b6ab4237b',b'4ce2b6ad028a9',b'4ce2b6ad68d94',b'4ce2b6adb948c',b'4ce2b6b6036b6',b'4ce2b6b8908e4',b'4ce2b7cb624b7',b'4ce2b6b9caca4',"b'This list is the result of my multiple and conflicting roles: as a professor of film studies and not-so-active critic, as well as someone who is an unconditional fan of melodrama (the theme of my PhD). The list is therefore a hybrid one, patchworked from different perspectives and, all in all, a sort of elusive compromise that includes: the canonical films I am not allowed to skip; my favourite films \xe2\x80\x93 those that determined film studies would be my professional domain \xe2\x80\x93 that I would not like to skip; and the films that dominate contemporary production through various forms of intertextuality (references, citations, allusions, homage, tributes).\nBicycle Thieves is neo-social realist melodrama that verges on tragedy, a document of devastated post-war Italy. Its delicate treatment of the (cinematic) space is recognised both in Bazin\xe2\x80\x99s and Deleuze\xe2\x80\x99s writings. Even today, stolen bicycles pass through world cinema from China to Belgium (Gamin a velo).\nIs it possible to make list top ten list without Citizen Kane? Daring, innovative, a turning point in many ways, it is still fascinating and fresh even after 70 years, thanks to its mise en sc\xc3\xa8ne, narrative structure and self-consciousness.\nThe contrast of cultures and relativisation of the American Dream is most emotionally resonate in the first part of Coppola\xe2\x80\x99s family saga The Godfather. However, the majority would rightfully choose Godfather: Part II.\nImitation of Life is definitely a must see. It\xe2\x80\x99s probably the best melodrama of 20th century (comparable perhaps only with Griffith\xe2\x80\x99s Orphans of the Storm) and the peak of Sirkian irony. It is an inevitable point of reference in dealing with melo EDQUESTION \xe2\x80\x93 WHAT? and central to the dense intertextuality of the genre. Eventually, it is a metaphor for cinema itself.\nIvan\xe2\x80\x99s Childhood is a poignant story of the little soldiers, echoing lost childhoods from Sciusci\xc3\xa0 to 400 Blows. Its emotionalism puts the ideology under erasure, EDQUESTION \xe2\x80\x93 WHAT? sketching the eternal otherness of eastern Europe. \nJules et Jim is Truffaut\xe2\x80\x99s masterpiece. Its essential Frenchness EDQUESTION \xe2\x80\x93 CUT SENTENCE HERE THAT MADE NO SENSE comes through in cinematic images.\nThe refrain of the title song of Singin\xe2\x80\x99 in the Rain echoes as far as A Clockwork Orange (Kubrick), while the narrative structure and meta-dimension are mirrored in The Artist. One of the best tributes to classical Hollywood and an entertaining musical.\nTranscendental style and minimalistic cinema can be found in the Japanese melodrama Tokyo Story. It strikes a delicate balance to become a subtle, poetic work of offscreen space.\nUnderground is the cinematic text of barbarogenius EDQUESTION \xe2\x80\x93 WHAT? A visually opulent and metaphorically multilayered summary of Balkan history, it is densely saturated with references and homages to world cinema history from Vigo to Tarkovsky, Fellini and Sasa Petrovic. Furthermore, it has been an influence on, mainly, European directors of later generations.\nAnother title to be found on similar lists is Vertigo, the ultimate psychoanalytical work about obsession, illusion, guilt and fear. It is immortalised, also, in theoretical analysis as the narrative film offering \xe2\x80\x98visual pleasure\xe2\x80\x99.'"
b'1128',b'Phan Dang-Di',b'Director',b'Vietnam',b'Male',b'4ce2b6b25bb2b',b'4ce2b69562aa2',b'4ce2b6bfd1ebb',b'4ce2b6a7b69f6',b'4ce2b78da502c',b'4ce2b6b2b59cc',b'4ce2b6b3ec3fe',b'4ce2b77a7e0f2',b'4ce2b6f62d52b',b'4ce2b8de13c81',"b'Pather Panchali: Of all the films that I\xe2\x80\x99ve ever seen, none can describe as deeply about the sacredness of human\xe2\x80\x99s life as this beautiful and simple film does.8\xc2\xbd: With this masterpiece, Fellini showed how far a filmmaker can go in describing a human\xe2\x80\x99s complicated thoughts, not through narration but via rich, accurate and beautiful cinema language.Through Rashomon, Akira Kurosawa not only showed us the relativeness of the definition of truth in human life but also told us that absolute cinematic beauty can be created by the simplest materials.I Am Cuba: This huge and bold work contains all the strengths of mise-en-scene techniques and shows amazing mastery of the cinematography techniques of Russian cinema.Breathless: The daring renovation of mise-en-scene, editing and story telling of this film created a new grammar in cinema language which is still up-to-date and is used by a lot of current directors.Apocalypse Now: The most spectacular war movie of all time where the director fought with God in creating a world which is both illusory and real, a world of blood, weapons and death which has not been seen like before or since.A Clockwork Orange: Never have the two biggest cinema themes, which are violence and sex, been expressed as obsessively as in this strange film.A Time to Live and a Time to Die: This film reached a simple but echoed status of Zen. It\xe2\x80\x99s also the best film with a family theme that I have ever seen.The Tin Drum: Almost all films which adapted from famous literary works fail but this is a surprising exception. It deserves to be called the most successful adapted film of all time.Uncle Boonmee Who Can Recall His Past Lives: If movies can suggest a way of liberation to reach a realisation status, this film did it.'"
b'103',b'Shane Danielsen',b'critic',b'Australia',b'Male',b'4ce2b8203c690',b'4ce2b69ac89d8',b'4ce2b7ac4482a',b'4ce2b71716c23',b'4ce2b6ba017c2',b'4ce2b8485aac9',b'4ce2b6b0155c4',b'4ce2b6b117ad3',b'4ce2b6b26aca5',b'4ce2b6b8908e4',"b'Criticism being subjective, and the notion of \xe2\x80\x98ten greatest\xe2\x80\x99 therefore meaningless, I\xe2\x80\x99ve chosen instead ten favourite films \xe2\x80\x93 touchstones in my own life, to which I return time and again. Two or three selections might change, depending on the day and according to my mood (perhaps Hou Hsiao-Hsien\xe2\x80\x99s A City of Sadness for the Kar-Wai; or Mitchell Leisen\xe2\x80\x99s Midnight instead of My Man Godfrey; or I might incline toward Mouchette over, say, the Malle). But the remaining seven at least are fixed, fiercely loved, unassailable.'"
b'843',b'Adrian Danks',b'academic',b'Australia',b'Male',b'4ce2b6ee1a28e',b'4ce2b7a849007',b'4ce2b6a712b88',b'4ce2b6a5d3dbf',b'4ce2b6af779a6',b'4ce2b6b3291db',b'4ce2b760e743a',b'4ce2b7663dc08',b'4ce2b6a99de5f',b'4ce2b6b7568ee',"b'These are all profound works of proximity and distance, of time and memory, of overflowing and distilled emotion, of cinema and the world beyond \xe2\x80\x93 films that will give you \xe2\x80\x9ca set of emotions that\xe2\x80\x99ll stay with ya\xe2\x80\x9d (to quote Warren Oates in Monte Hellman\xe2\x80\x99s Two-Lane Blacktop). Sadly missing in action: Renoir, Chuck Jones, Hitchcock, Varda, Altman, Brakhage, Kiarostami, Lubitsch, Jennings, Davies, Wilder and Malick.'"
b'989',b'Jean-Pierre & Luc Dardenne',b'Director',b'Belgium',b'Male',b'4ce2b6bfaa639',b'4ce2b6a516edb',b'4ce2b6a90859f',b'4ce2b6ab01897',b'4ce2b73c0c153',b'4ce2b6bbbf1e2',b'4ce2b6b54abdf',b'4ce2b76b0507b',b'4ce2b6a5ccbd7',b'4ce2b6b7568ee',b'A random list of ten greatest films.'
b'372',b'Manohla Dargis',b'critic',b'US',b'Female',b'4ce2b6a44b82c',b'4ce2b6bc285f7',b'4ce2b80eaafad',b'4ce2b6aa93659',b'4ce2b6ab42667',b'4ce2b739e9745',b'4ce2b6b0155c4',b'4ce2b8c6518bb',b'4ce2b6b8bc241',b'4ce2b6bb09360',"b'These are not the ten greatest films, but rather ten that made me look at cinema, the world and my life differently. That makes this list somewhat nostalgic, as does the fact that these particular favourites were shot on film and not digital. I don\xe2\x80\x99t hate digital, and recent features from the likes of David Fincher and David Lynch are just a few of the reasons why. But film taught me to love the movies, and it\xe2\x80\x99s film that I love. It\xe2\x80\x99s crushing and incomprehensible that film will vanish within my lifetime, forced into obsolescence by the greed and the shortsightedness of a movie industry that\xe2\x80\x99s aided in its anti-film campaign by the unsettling indifference and ignorance of too many critics.\nThe movies will continue, but right now my list feels a little like a dispatch from a nearly lost world. Ask me again tomorrow, and it would certainly look a bit different. Here are some reasons why I came up with this list today: Balthazar wearing a crown of flowers and dying among the sheep. The candlelight, \xe2\x80\x98Sarabande\xe2\x80\x99 (Handel) and the \xe2\x80\x98Women of Ireland\xe2\x80\x99 (Se\xc3\xa1n O Riada) in Barry Lyndon. The camera moving across the pale faces and shadows in the opening of Flowers of Shanghai \xe2\x80\x93 the first of 39 shots in the film. Saint Francis shushing the birds so that God can hear him while he prays (\xe2\x80\x9cMy little brothers, you can praise God so easily, because you\xe2\x80\x99re free to fly through the air so pure.\xe2\x80\x9d). The parallel structure of The Godfather Part II, with Vito ascending and Michael descending; the way the young Clemenza stands pointing his gun at the silhouette of a policeman, evoking the codified gestures in silent cinema and underlining Coppola\xe2\x80\x99s two other histories (the Corleone\xe2\x80\x99s, cinema\xe2\x80\x99s). Jack Smith in the bathtub in Little Stabs at Happiness and Ken Jacobs in voiceover (\xe2\x80\x9cAlmost no one in this film do I see anymore\xe2\x80\x9d). \xe2\x80\x9cThis wasn\xe2\x80\x99t the film we dreamed of,\xe2\x80\x9d the doomed boy says in Masculin f\xc3\xa9minin. \xe2\x80\x9cThis wasn\xe2\x80\x99t the total film that each of us had carried within himself [sic], the film that we wanted to make or, more secretly, no doubt, that we wanted to live.\xe2\x80\x9d \nThe cinematographer Robert Elswit said that while shooting There Will Be Blood he and director Paul Thomas Anderson looked at traditional film dailies rather than so-called digital dailies. In explaining the benefits of film dailies, Elswit provided an inadvertent explanation of why so many contemporary studio and independent movies look so bad: with film dailies \xe2\x80\x9cyou can\xe2\x80\x99t kid yourself about focus and all the other technical issues that can come back to bite you later when you go to do an IP [interpositive]. Or when you make a digital file into a negative, and you find out that those ten shots you sort of saw sharply with your D5 or HD dailies really weren\xe2\x80\x99t that sharp at all. And then, of course, the color space of motion picture film is completely different than digital color space.\xe2\x80\x9d \nIn Touch of Evil, the camera travelling across the border with both the newlywed Mr and Mrs Vargas and the blonde with \xe2\x80\x9cthis ticking in my head\xe2\x80\x9d/Henry Mancini/ Charlton Heston striding across the screen like the Colossus of Rhodes and Orson Welles looming in it like a colossus of cinema/the overhead shot of Vargas driving/Dietrich lighting a cigar (evoking von Sternberg) and eulogising Hank Quinlan (suggesting Welles).\nGrowing up in New York in the 1960s and 70s, my family only had a black-and-white TV, so wow, was I surprised when I first saw The Wisard of Oz in colour!'"
